"industry","CAR","RateVulnerability","MktBeta","SMBBeta","HMLBeta","RMWBeta","CMABeta","HistVol","PreMomentum","n_estimation","TechGrowth","Finance","Defensive","CAR_z","RateVulnerability_z","MktBeta_z","SMBBeta_z","HMLBeta_z","RMWBeta_z","CMABeta_z","HistVol_z","PreMomentum_z","fitted_m2","rv_resid","car_resid","CAR_1","CAR_3_rebuilt","CAR_5","RateVulnerability_long","RateVulnerability_10Y","Z_presample_simple_2Y","Z_presample_2Y","Z_presample_10Y","Z_recent_nonoverlap_2Y","Z_verylong_2Y","Z_precovid_2Y","Z_termspread","RV_early_2Y","RV_late_2Y","RateVulnerability_long_z","RateVulnerability_10Y_z","RateVulnerability_winsor_z","Z_presample_simple_2Y_z","Z_presample_2Y_z","Z_presample_10Y_z","Z_recent_nonoverlap_2Y_z","Z_verylong_2Y_z","Z_precovid_2Y_z","Z_termspread_z","RV_early_2Y_z","RV_late_2Y_z","GoldDummy","FinanceDummy","DefensiveDummy","HighGrowthProxy","HighVolProxy","Z_early_nonoverlap_2Y_z"
"Chips",-7.07,-1.59290462340048,1.29581046621445,-0.00452376634538457,-0.56664634225455,0.210961656425859,0.55715235685322,2.13195559547975,-10.29,230,1,0,0,-1.47154507494699,-1.59837493351786,1.31502627084809,-0.721719525100638,-2.13094792068151,0.435633095019884,1.02544338702657,0.500519712624598,-0.713756943964175,-5.76316324650782,-0.335832980554113,-0.938131641863217,-3.27,-7.07,-7.16,-1.55140541964308,-2.10332263902873,-27.3422797646041,-1.08363448434248,-0.993569892131424,2.06036513461957,-2.33374337533989,-1.70115460623224,-0.659342005088766,2.4324423574514,2.71925887554431,-1.62020629327585,-1.66262731334701,-1.81101448975517,-0.940846861440795,-0.585419575313981,-0.57725466969627,0.234362743134521,-1.06129108900732,-0.793802369433382,-0.48129315670458,0.160043128300582,0.558397231323689,0,0,0,1,1,-0.585419575313981
"Clths",-2.08,-1.77518883673897,1.21214397117808,0.571552906747898,-0.0055989396119341,0.401981845374678,-0.395006246765503,2.2074276829622,-14.22,230,0,0,0,0.2209498038116,-1.72754768951954,0.98002640413553,0.717497890005939,-0.484656352931522,0.871622551364631,-1.00550813193983,0.628486022833034,-1.12191781909166,-3.55711286921514,-0.973181311904357,2.54555148310256,-3.88,-2.08,1.84,-1.69777556825133,-0.954310536513127,-25.8815849144158,-2.35174228568664,-2.03560497499885,-5.51431814098646,-1.34963871454761,-1.60572348881939,-0.888023643156349,-3.33697168872688,-7.39256199156682,-1.7277535008803,-1.00994596364131,-1.81101448975517,-0.652604755537473,-0.997466101749493,-0.923851319710763,-1.27966687639264,-0.754171980403738,-0.75885092945773,-0.553367955269357,-0.41346585218126,-1.58294852007871,0,0,0,1,1,-0.997466101749493
"Cnstr",-3.31,4.42013696495882,1.16015075383159,1.23749450631821,-0.0906411317418707,0.586877553827424,0.190689876433453,2.04939976996327,-1.39,230,0,0,0,-0.196238312595828,2.66266961716268,0.771846046234045,2.38122564068736,-0.734197199475055,1.29363333384998,0.243779987227314,0.360542606783835,0.210576844492474,-3.59641179031863,2.37219723723351,-2.31798175589284,-3.39,-3.31,-1.37,3.99220547854951,4.70284807490318,-22.1307688859827,5.35316746618931,6.85163357003985,3.05136130888311,6.36231786100587,6.48158308742041,8.21136115554587,10.3611394257513,-1.54838460959114,2.45302774942415,2.20352925556187,2.22445051830048,0.0875519655957293,1.50609179482241,2.03217881615942,0.432443310477193,1.65257328098611,2.20310758079725,2.31453316688384,0.948195778776786,-0.345347046338314,0,0,0,1,1,1.50609179482241
"Coal",0.06,0.575032439683612,1.34745562735102,0.520351973840978,0.79971926961594,-1.32930667940672,2.03890723405292,3.84445865407468,20.81,230,0,0,0,0.94678929089444,-0.0621014397911386,1.52181301492743,0.589582149356933,1.87840347225029,-3.07991548683503,4.18602220986903,3.40414547599036,2.51621842918209,0.826920871971026,-0.729477901812755,0.0339600622807388,-3.02,0.06,7.18,1.15159064585345,1.06877026903594,-28.7727512418397,-3.23290778510092,-7.26315357668805,13.6459580143608,-1.7808974875991,-2.14511600426476,15.569005124663,43.3548912997912,-16.080440212314,0.365852215061061,0.139238721044404,-0.0514808556900756,-1.22312492313169,-1.28378338712824,-2.66261315501065,2.5500939943937,-0.888759098251971,-0.95640226950277,4.63348064105199,4.22794184104559,-3.42275080308863,0,0,0,0,1,-1.28378338712824
"Drugs",-1.28,1.25267181664205,0.50091014822733,-0.13792049960172,-0.226812501564569,-0.0451725324706855,0.221911305341793,1.13158733532805,2.91,230,0,0,1,0.492291668141633,0.41809673148131,-1.86774719730919,-1.05498575612151,-1.13376731931192,-0.148974251370233,0.310375203848479,-1.19564955168788,0.657165079364788,-2.0990884049801,-0.402318662893011,1.26078697570305,-1.39,-1.28,-1.58,1.28388224635244,0.887418936411739,-18.8936170493255,-2.6193479295446,-2.46966703192116,1.30186264284174,-0.373946957740041,0.708915565527154,-0.495821145639714,2.10690108439439,0.287290055509363,0.46305504199313,0.0362244601075987,0.546474368943422,0.726346209586268,-1.08441925816832,-1.06822693364277,0.0827530721750577,-0.449678368533883,0.088880608917799,-0.429755424573912,0.127682676767492,0.043387504711242,0,0,1,1,0,-1.08441925816832
"ElcEq",-5.06,1.45470901577044,1.08784875443898,0.692089692741044,0.0674059205134554,-0.037444627917805,-0.365333161857874,2.07769345182146,-11.49,230,1,0,0,-0.789798640817777,0.561267120997224,0.482349514210738,1.0186360017625,-0.27043686797696,-0.131335880665881,-0.94221552854736,0.408515813705482,-0.838386218812262,-3.5023585797335,0.513015508802007,-2.12087210752103,-5.8,-5.06,-4.06,1.29954103525932,0.976242945641423,-26.7068665035488,-0.610372704656664,-0.064407581908676,-2.95600736223972,-0.348745609971874,-0.0772148498679903,-0.886366518313597,-4.05760201252672,-3.20025063709628,0.474560523386809,0.0866797809030684,0.724753853425843,-0.815459374477406,-0.43164252875096,-0.268201213303281,-0.768311067305257,-0.441813538937469,-0.199037952360802,-0.552845670488439,-0.485100156635542,-0.695157070306297,0,0,0,1,1,-0.43164252875096
"FabPr",4.75,1.80006999429568,1.01249167858351,1.04707722301145,0.365356996959232,-0.643987582210483,-0.0974316255765417,2.81855625153722,7.49,230,0,0,0,2.53753097052927,0.806001585899569,0.180620484490313,1.90550446836349,0.603846378758197,-1.51572532320097,-0.370782334564609,1.66468192773214,1.13283347836832,0.785777643097756,-0.261150136281722,4.25093448979282,-4.08,4.75,8.6,1.98555927374008,2.64924055402216,-26.239238707432,0.161764068012463,3.46170028023261,13.1960370227543,0.58091463611401,-1.07585487040808,-2.69548812221313,16.4453615394678,6.99575222344265,0.978620583555168,1.03700426808794,1.02950356029887,-0.723181359863834,-0.180751969782545,0.904635663978162,2.46016367216716,-0.151685428120255,-0.564787696065365,-1.12303607266541,1.55299827579536,1.46401561418167,0,0,0,0,1,-0.180751969782545
"Fin",-0.35,0.0162726209924745,1.09640702773197,-0.0577639950530064,0.515747942315595,-0.149452743691135,-0.510264565609465,1.69387086623704,0.419999999999999,230,0,1,0,0.807726585425298,-0.458057537148311,0.516616760749433,-0.85473005637042,1.04514125694488,-0.386986122511775,-1.25135378920744,-0.24227259947201,0.398559334055006,-2.19122739122122,0.355896523864207,1.45049486893231,-0.81,-0.35,0.97,0.021665533193897,0.634779827965309,-27.0964350499372,0.220381611609302,0.408855703699907,-2.2488960461311,-2.02871499198237,-1.73712574668058,-2.12410870030873,0.652704098333788,-3.38438174659248,-0.464373700702091,-0.10728389278812,-0.544535663693247,-0.892333786809464,-0.161705359390544,-0.110786677013953,-0.626973477608396,-0.966097916037143,-0.806976721681577,-0.942951405239481,-0.0168718697115968,-0.734149886160377,0,1,0,0,0,-0.161705359390544
"Food",-2.05,0.332602304086111,0.609737683837801,0.135747104655499,0.0796281444301243,0.362955862027877,0.407975895359995,1.04160945570377,2.38,230,0,0,1,0.231125123723976,-0.23389562964146,-1.43200275853094,-0.371279575340774,-0.234572974697373,0.782548630140265,0.707250430609173,-1.34821108324185,0.60212048297355,-0.770338236579104,-0.958334925649282,-0.227522735394387,-0.63,-2.05,-1.49,0.108644025826053,0.426676141110354,-15.0907043946888,1.52732445607559,0.981408860115212,0.0940005252734023,3.06603285895538,2.88610427954144,3.44385737757036,-6.05639823969322,5.88040401162323,-0.400465218725562,-0.225494479881027,-0.265403439173627,1.47678327178143,0.262959845524422,0.0796531740347252,-0.158674715068885,0.623869575103784,0.886271257969224,0.811933844270774,-0.683790626284284,1.22782213467869,0,0,1,0,0,0.262959845524422
"Fun",-5.83,0.558496855180108,1.13960095265428,0.136833499107775,0.0656055764008815,-0.674374421217686,-0.69125765630554,2.81923798593528,4.16,230,0,0,0,-1.05096518523544,-0.073819113984075,0.689564833756159,-0.368565426533123,-0.275719650354382,-1.58508103628916,-1.6374115227348,1.6658378389885,0.786987240664879,-3.27883296698141,0.553269048686388,-3.15859137240355,-3.7,-5.83,-6.9,0.388163001481446,-0.811754343932692,-19.4039327560932,-0.899880549393868,1.54846001180375,-2.15485098575113,-1.66797437218772,-1.41018426244637,-1.13857872168995,-2.73520429943986,-0.0250565982949183,-0.195085326787009,-0.928968776387496,-0.0660720076839559,0.625644496305574,-0.525712371766949,0.268262974984308,-0.60817572702204,-0.853518083827791,-0.687235111486161,-0.632336721486408,-0.353647125503838,-0.022757078828996,0,0,0,1,1,-0.525712371766949
"Gold",-10.3,4.96301311371404,0.304105576101998,-0.232448761178611,0.0594267165554593,-0.70974858064798,0.896832305561984,2.24062435399781,-2.78,230,0,0,0,-2.5670878521795,3.0473700090286,-2.65575087072413,-1.29114654275899,-0.293850390847815,-1.66581993945713,1.74997972495451,0.684772467866342,0.0662146011267729,-6.62753919898238,1.26237355291766,-5.05839848044979,-5.41,-10.3,-2.98,5.06667062029009,7.23142991212458,-2.30592365454181,5.67581445161787,6.89632761084195,14.8007705489054,14.3382614455336,13.453920306461,3.79596003949516,10.5345564476132,15.5096800576255,3.24250379191824,3.63985721307055,2.22445051830048,3.99963198558176,1.61092954557973,2.04704473101422,2.78091821749126,4.14170353465293,4.75671097985459,0.922907898186076,0.965434309173494,3.26698101824371,1,0,0,1,1,1.61092954557973
"Guns",-0.44,3.60219216651929,0.449170836610243,-0.0969097816212968,0.0834195830059785,-0.245565174349016,0.541257684459742,1.49120644330043,14.24,230,0,0,0,0.777200625688169,2.08304628096366,-2.07491091903543,-0.952528318977741,-0.223447687729336,-0.606355638483352,0.991540097261268,-0.58589922063507,1.83387314938881,-1.96219063733099,0.874370967243506,0.562234159707157,-0.89,-0.44,-0.33,2.98421236164262,2.7578029793381,-23.2458987650154,-1.15395148492105,-3.03820637122362,-2.75418773333465,1.05325034804954,1.33349733263615,3.54388164797253,-5.14818163490947,-0.946400424957141,1.71239281778941,1.09867173888951,2.22445051830048,-0.132499049608899,-0.608267692648368,-1.25733172833111,-0.727971308552797,-0.00427903061931228,0.317632327799555,0.843459021376137,-0.593509295303846,-0.217866912629644,0,0,0,0,0,-0.608267692648368
"Hardw",-3.36,-0.979128290029156,1.12606456928102,0.240378656560178,-0.188065872546924,0.376784421503771,0.340844096522813,1.77805052836318,-2.43,230,1,0,0,-0.213197179116455,-1.16343227393081,0.635365280830675,-0.109877649686932,-1.02007238314426,0.814111294595284,0.564058499872898,-0.0995422058098674,0.102564806290799,-2.85275162466953,-0.525837825669157,0.0700597076701371,-2.16,-3.36,-1.54,-0.60694747813285,-0.698962686773485,-26.2218516331115,-3.0394932437462,-0.650366581569564,2.00864862779829,-3.28646175500846,-3.04708312101947,-1.1068798703453,0.0146314518917667,4.72404875297848,-0.926254587445978,-0.864898945557134,-1.42288659132364,-0.719750330503387,-1.22093716077205,-0.463100050844768,0.224025634598505,-1.35861517573453,-1.2867457716634,-0.622346027241314,-0.0802995228502578,0.982944732996814,0,0,0,1,1,-1.22093716077205
"Hlth",-0.76,1.23303369755833,0.912360307142018,0.648802298346124,-0.304376694664088,0.0564316751352497,0.426113109883078,1.8756965194492,-6.57,230,0,0,1,0.668663879956156,0.40418049639834,-0.220304593966324,0.910490723924336,-1.36136533769257,0.0829298393974703,0.7459370561834,0.0660209527397008,-0.327406191935104,-2.6984991303402,-0.252553141996105,2.21577277469246,-0.86,-0.76,-0.73,1.48446593698559,0.959237641003003,-18.6852859131609,2.17355901601268,3.20967629222319,2.36452684949534,1.97725749639985,0.14500614733982,0.459111120180526,-0.230185692633404,3.20333221053407,0.610436294411787,0.0770201392341423,0.529145511873764,0.767456647817497,0.47294097284058,0.820808668703693,0.295158664058521,0.284084863030186,-0.117649993634121,-0.128784383419927,-0.104635587108657,0.660907787322459,0,0,1,1,1,0.47294097284058
"Hshld",-3.48,0.813350565483745,0.726355324852729,0.0968938376696708,-0.179601366147023,0.600332687682077,0.373750725889892,1.26946845548977,-9.96,230,0,0,1,-0.25389845876596,0.106778840903235,-0.965066810283629,-0.468347033704488,-0.995234828517526,1.32434368193736,0.634248244147786,-0.961865926733795,-0.679483893380951,-4.75065129615719,-0.062766638906438,1.33956168300005,-2.67,-3.48,-1.75,0.72993303240712,0.896007540409087,-17.2992715067655,2.60316557621405,1.92403530368115,-2.82879252932814,2.58561757940215,2.00785859694097,1.85090416228616,-4.45009095210639,-1.63533297177668,0.0560342684203248,0.041103104672616,0.158813252492768,1.04096189859609,0.612533120035994,0.39318500508978,-0.742883334149522,0.473941708389747,0.564615679668809,0.309874373799466,-0.524115545336556,-0.363759803882603,0,0,1,1,0,0.612533120035994
"Insur",-1.83,-0.513213618973412,0.840069037815396,-0.0886139746643737,0.213381594403546,0.141241929292683,0.213418671094609,1.22591034357964,6.97,230,0,1,0,0.305744136414735,-0.833269386977306,-0.50975816290541,-0.931802831551465,0.157902199078592,0.27650297324285,0.29226043981779,-1.03572065961211,1.07882745926748,-0.49307315343341,-0.736505994993728,-0.528329892653644,-1.07,-1.83,-1.7,-0.287685610796334,-0.72715119181834,-25.8189379238338,0.834443753939212,0.990960855396541,1.85816578497401,1.55098125742059,0.705804603435812,0.671714818216453,-0.106046791532583,2.97072542823667,-0.691673133146028,-0.880911058465763,-1.01175919633422,-0.640242488023797,0.0378219777131259,0.082830312328719,0.19394708570388,0.15105269302827,0.0877412257925687,-0.0617769540541397,-0.0922955515281586,0.611649443887997,0,1,0,0,0,0.0378219777131259
"LabEq",-3.68,0.320786737540543,0.912912684511977,-0.255726345916618,-0.232524299629838,0.0994498506133928,-0.0473133187008881,1.72550303927894,-9.25,230,1,0,0,-0.321733924848469,-0.242268539541113,-0.218092880122799,-1.34930113727967,-1.15052755195404,0.181115643960169,-0.263880132462687,-0.188638830974649,-0.605744905762499,-6.06170937543223,0.405521572368691,1.93649438683447,-4.14,-3.68,-1.21,0.476546611610466,1.04031069658935,-22.8853157067676,-2.37618751351325,-1.5200360953624,1.11516614660328,-1.50411933577065,-0.940493068406083,-1.25869219802535,-2.61230129052675,1.03791631252349,-0.130144418017307,0.123072631831053,-0.27582960386854,-0.0613444069749395,-1.00540909461114,-0.752365302136389,0.0454361290261224,-0.802382249673626,-0.515211729379348,-0.670193519631391,-0.341429943867065,0.202345062155345,0,0,0,1,1,-1.00540909461114
"Mach",-1.46,-0.299230566118027,1.16366166098541,0.483923463607215,0.355234795663078,0.159314000249519,-0.110822436296322,1.71266272268383,1.2,230,0,0,0,0.431239748667376,-0.6816337616604,0.785903685771347,0.498572482096322,0.574144619936329,0.317751138867929,-0.399344894697101,-0.210410163812983,0.479568362706263,-0.493718583240357,-0.291323290921622,-0.646442709071833,-2.42,-1.46,0.73,-0.293191990640358,-0.595351371808139,-27.8646790200276,-1.16247367437724,-0.345196104830378,1.52554968686289,-1.78724356847236,-0.74596338221914,-0.936531310660135,-5.24224161803498,4.26674835651298,-0.695719011228854,-0.806043888462166,-0.822938580548558,-1.04393304777615,-0.611036809405892,-0.361595728523803,0.127463695422259,-0.890739581404396,-0.443965653313496,-0.568656372799186,-0.602859334076359,0.886103790702137,0,0,0,0,0,-0.611036809405892
"Meals",-2.79,0.48445646743004,0.968433621325354,0.315000917597785,0.0621087674635904,0.0881908608887491,-0.0752877814238285,1.63256844294619,2.31,230,0,0,0,-0.0198661007813057,-0.126286635805886,0.00421243366085472,0.0765518008639361,-0.285980400231095,0.155417832456309,-0.323549579699206,-0.346213608354125,0.594850441940744,-1.41808526250883,-0.065272684894813,-1.30025300691678,-2.76,-2.79,-1.09,0.427222222488024,0.708908897236407,-19.3146125776479,3.27196529082059,6.04059809504053,0.547014347378931,3.83055875834652,0.993658061965086,-1.5748970150855,2.66437857737355,-0.915727498746427,-0.166386099585257,-0.0651758411162878,-0.131405927456683,0.643270242252034,0.829846347659531,1.76241613417356,-0.0681261970956233,0.862462604971484,0.193166931268116,-0.769853460356877,0.183098763406626,-0.211371411860043,0,0,0,1,0,0.829846347659531
"MedEq",-4.67,-0.29969458702795,0.891232538072223,0.149140504121047,-0.231913486654142,0.00110943755058806,0.163064496025782,1.67043403895176,-5.09,230,0,0,1,-0.657519481956886,-0.681962582564193,-0.304899984501554,-0.337818727751176,-1.14873523236281,-0.0433390771031527,0.18485513154912,-0.282010791573641,-0.173696752955795,-2.76317346529244,-0.741653629001016,-1.0925780841246,-2.7,-4.67,-2.82,-0.181371167821617,0.728519397449624,-21.2725297672407,-1.24962422112648,-1.51871105650123,-1.26159626372609,1.07892424375724,0.705155459910872,-1.74945370003554,-3.91405528506561,-0.938720427390932,-0.613557331675096,-0.0540363520547334,-0.823348036871289,0.256910165854278,-0.639354654329578,-0.751924574143664,-0.429631746010476,0.00373327160652993,0.087503478383101,-0.824869411843946,-0.470830884806757,-0.216240545788765,0,0,1,1,0,-0.639354654329578
"Mines",0.61,-0.0386739237320942,1.23030380819514,0.0761610475753374,0.740183427307733,-0.573815465404001,-0.0636926053330144,2.17692270912141,0.110000000000005,230,0,0,0,1.13333682262134,-0.496994516302189,1.05273822237999,-0.520143945402528,1.70370637052727,-1.35556265544643,-0.298817102982804,0.576763471150359,0.366363438052584,-1.61106532794432,0.0865583124157383,2.12603448198928,-4.24,0.61,7.26,0.119092737710258,0.860174079038875,-24.0135943218131,2.80269851082531,-0.0287324393972245,3.89432486171176,1.80591315089967,1.50410349612904,-1.78792471614751,8.71410939748619,-2.98533393847524,-0.392787903392521,0.0207483739604395,-0.593021000600741,-0.283990090982439,0.677367397160467,-0.256335120609709,0.600935079799695,0.230611767382094,0.380116465515361,-0.83699452499375,0.784472651129359,-0.649644895442278,0,0,0,0,1,0.677367397160467
