"rv_quartile","industry","CAR","RateVulnerability","MktBeta","SMBBeta","HMLBeta","RMWBeta","CMABeta","HistVol","PreMomentum","n_estimation","TechGrowth","Finance","Defensive","CAR_z","RateVulnerability_z","MktBeta_z","SMBBeta_z","HMLBeta_z","RMWBeta_z","CMABeta_z","HistVol_z","PreMomentum_z","fitted_m2","rv_resid","car_resid","ols_fitted","ols_resid","ols_abs_resid","ols_resid_sq","hat","cooks_d","dfbetas_rate_vulnerability","log_ols_resid_sq","fgls_h_hat","fgls_fitted","h_white","w_white","fgls_white_fitted","h_group","w_group","wls_group_fitted"
"Q3","Hlth",-0.76,1.23303369755833,0.912360307142018,0.648802298346124,-0.304376694664088,0.0564316751352497,0.426113109883078,1.8756965194492,-6.57,230,0,0,1,0.668663879956156,0.40418049639834,-0.220304593966324,0.910490723924336,-1.36136533769257,0.0829298393974703,0.7459370561834,0.0660209527397008,-0.327406191935104,-2.6984991303402,-0.252553141996105,2.21577277469246,-2.6984991303402,1.9384991303402,1.9384991303402,3.75777887832971,0.158506186430672,0.0206204555204359,-0.0543858219213818,1.32382806166839,1.2962144472198,-2.80459320688579,1.12228218768494,1.17469082045681,-2.7388485509913,1.30587724657678,2.00227958237704,-2.78224947174867
"Q1 lowest","MedEq",-4.67,-0.29969458702795,0.891232538072223,0.149140504121047,-0.231913486654142,0.00110943755058806,0.163064496025782,1.67043403895176,-5.09,230,0,0,1,-0.657519481956886,-0.681962582564193,-0.304899984501554,-0.337818727751176,-1.14873523236281,-0.0433390771031527,0.18485513154912,-0.282010791573641,-0.173696752955795,-2.76317346529244,-0.741653629001016,-1.0925780841246,-2.76317346529244,-1.90682653470756,1.90682653470756,3.63598743346484,0.104137307107071,0.0115656084603873,0.147397437597981,1.29088072291676,1.31309519501806,-2.72195651989668,1.11438052428851,1.18302012203362,-2.69978529719807,3.14312548392206,0.831888946619055,-2.67521715482788
"Q3","Drugs",-1.28,1.25267181664205,0.50091014822733,-0.13792049960172,-0.226812501564569,-0.0451725324706855,0.221911305341793,1.13158733532805,2.91,230,0,0,1,0.492291668141633,0.41809673148131,-1.86774719730919,-1.05498575612151,-1.13376731931192,-0.148974251370233,0.310375203848479,-1.19564955168788,0.657165079364788,-2.0990884049801,-0.402318662893011,1.26078697570305,-2.09908840498009,0.819088404980092,0.819088404980092,0.670905815172832,0.163573558934557,0.0038454026769926,-0.0364534566467347,-0.399126501826406,1.58673272150062,-2.13824237477513,1.21925255305435,1.08126456699485,-2.11741594476973,1.30587724657678,2.00227958237704,-1.76692439405767
"Q3","Chems",-1.24,0.877283119934938,1.02186870375344,0.306188779025698,0.409856234749714,0.048856364520093,-0.0440938190486494,1.49898486566474,-3.99,230,0,0,0,0.505858761358135,0.152083610336848,0.218166005917009,0.0545363576258334,0.734421299167263,0.0656397530724604,-0.257012949113006,-0.57271055655533,-0.0594532510117153,-1.91515254053062,0.247502628690172,0.403423765741729,-1.91515254053062,0.675152540530619,0.675152540530619,0.455830952984949,0.0689861965809684,0.000889357651439201,0.016592639645372,-0.78563323340065,1.36152480470396,-2.01137621863956,1.25855331772556,1.04749998690413,-1.58291540746084,1.30587724657678,2.00227958237704,-2.00302534854791
"Q4 highest","Rubbr",-10.62,1.32538059425775,0.970514515072615,0.117929675171275,-0.0490072673709112,0.238159569740184,-0.0676638318652888,1.7117287890094,-21.59,230,0,0,0,-2.67562459791151,0.469620629344547,0.0125443128398806,-0.4157930160056,-0.612030196252303,0.497710321018237,-0.307287717570783,-0.211993690256758,-1.887349282117,-7.17600662953194,0.844718941518138,-4.3713954115471,-7.17600662953194,-3.44399337046806,3.44399337046806,11.8610903358279,0.172741468564175,0.0733941395544333,-0.338318650898726,2.47326332406795,0.929909519263704,-7.40973996383624,1.63120852717307,0.808195005037393,-6.87685869664329,8.05486570907743,0.324615138519908,-6.40932265926052
"Q3","Txtls",-4.08,0.749264900870831,1.19740583676866,1.45461057919324,0.213511744420604,0.67051161731255,-0.0285035963848248,2.32857700080553,-16.75,230,0,0,0,-0.457404857013486,0.0613655724328756,0.921015051256446,2.92364863362582,0.158284100633817,1.48452189945889,-0.223759049731346,0.833900126322391,-1.38467787356305,-2.61659209404966,-0.295240320845796,-1.13926876013086,-2.61659209404967,-1.46340790595033,1.46340790595033,2.14156269919794,0.290377708731107,0.0302734725993636,0.0566841358394282,0.761535800482722,1.03411910929674,-2.67222785524122,1.13296378281242,1.16361582235497,-2.76305812808788,1.30587724657678,2.00227958237704,-2.7913645769711
"Q4 highest","BldMt",-4.45,1.98660226122486,1.18510631469838,1.00442277336847,0.23733212635945,0.597187853988635,-0.133803909027079,1.8270604681929,-7.45,230,0,0,0,-0.582900469266126,0.938184656288333,0.871767879465851,1.79894048196159,0.228180679321815,1.31716583157587,-0.448364308871619,-0.0164436541101364,-0.418800993490367,-2.76650707717816,1.04654311139027,-2.83247416365472,-2.76650707717816,-1.68349292282184,1.68349292282184,2.83414842119123,0.161761340778318,0.0159950140835945,-0.195880524685691,1.04174151505265,1.28179371007398,-2.96385738584464,1.11398577977779,1.18343932908968,-2.80874667398766,8.05486570907743,0.324615138519908,-3.13291427865252
"Q4 highest","Cnstr",-3.31,4.42013696495882,1.16015075383159,1.23749450631821,-0.0906411317418707,0.586877553827424,0.190689876433453,2.04939976996327,-1.39,230,0,0,0,-0.196238312595828,2.66266961716268,0.771846046234045,2.38122564068736,-0.734197199475055,1.29363333384998,0.243779987227314,0.360542606783835,0.210576844492474,-3.59641179031863,2.37219723723351,-2.31798175589284,-3.59641179031863,0.286411790318633,0.286411790318633,0.0820317136335244,0.443091726902329,0.00287296779597687,0.112677494666158,-2.50064923295461,1.51037581453204,-3.96151715180151,1.05121964801225,1.25410002213002,-3.95061009138989,8.05486570907743,0.324615138519908,-4.16342466660795
"Q3","Steel",-3.49,1.11371790040996,1.41217976207112,0.323575412699556,0.750348674863364,-0.0965597147402358,0.0834414361703935,2.50440837411709,-1.44,230,0,0,0,-0.257290232070086,0.319629288864134,1.78096784739526,0.0979735373316713,1.73353444076893,-0.266261695090606,0.0150193775649994,1.13203010804303,0.205383958040471,-3.80503684887426,1.37689153363816,-1.19662810366672,-3.80503684887425,0.315036848874251,0.315036848874251,0.0992482161486174,0.27951136261108,0.00131005816008338,0.0556034409482348,-2.31013123213256,1.4585851063431,-3.73466093115702,1.04585743846619,1.26052991100689,-3.4638590746905,1.30587724657678,2.00227958237704,-3.82565208340247
"Q4 highest","FabPr",4.75,1.80006999429568,1.01249167858351,1.04707722301145,0.365356996959232,-0.643987582210483,-0.0974316255765417,2.81855625153722,7.49,230,0,0,0,2.53753097052927,0.806001585899569,0.180620484490313,1.90550446836349,0.603846378758197,-1.51572532320097,-0.370782334564609,1.66468192773214,1.13283347836832,0.785777643097756,-0.261150136281722,4.25093448979282,0.78577764309775,3.96422235690225,3.96422235690225,15.7150588949636,0.291679669599098,0.223967720366769,-0.144034538988443,2.75461941856981,1.79609510587822,0.75893146644203,2.81845300421695,0.46775113222154,0.0563104713284464,8.05486570907743,0.324615138519908,0.0434699441949258
"Q1 lowest","Mach",-1.46,-0.299230566118027,1.16366166098541,0.483923463607215,0.355234795663078,0.159314000249519,-0.110822436296322,1.71266272268383,1.2,230,0,0,0,0.431239748667376,-0.6816337616604,0.785903685771347,0.498572482096322,0.574144619936329,0.317751138867929,-0.399344894697101,-0.210410163812983,0.479568362706263,-0.493718583240357,-0.291323290921622,-0.646442709071833,-0.493718583240354,-0.966281416759646,0.966281416759646,0.933699776375028,0.0724754868408077,0.00192828079290381,0.0280973377639919,-0.068600320286298,1.50932573248702,-0.420621119696781,1.77679575913143,0.741973058558027,-0.35326246570742,3.14312548392206,0.831888946619055,-0.990141528075272
"Q4 highest","ElcEq",-5.06,1.45470901577044,1.08784875443898,0.692089692741044,0.0674059205134554,-0.037444627917805,-0.365333161857874,2.07769345182146,-11.49,230,1,0,0,-0.789798640817777,0.561267120997224,0.482349514210738,1.0186360017625,-0.27043686797696,-0.131335880665881,-0.94221552854736,0.408515813705482,-0.838386218812262,-3.5023585797335,0.513015508802007,-2.12087210752103,-3.50235857973349,-1.55764142026651,1.55764142026651,2.42624679412986,0.0995519646410827,0.00730281286130664,-0.0825455168605125,0.886345538294595,1.16809454218991,-3.76152904107065,1.05495714849352,1.24965699859778,-3.74326697060955,8.05486570907743,0.324615138519908,-3.70543518955469
"Q1 lowest","Autos",-4.62,-2.97599815031647,1.43834386084026,0.102893670487738,-0.258847590447048,-0.349822238686265,-0.3687101101504,3.52911210987022,-17.09,230,0,0,0,-0.640560615436259,-2.57848176453598,1.88572865512967,-0.453357598646958,-1.2277684615522,-0.844314678575579,-0.949418549386652,2.86946126299299,-1.41998950143667,-7.10519301178093,-0.94966548884371,3.52781401790297,-7.10519301178093,2.48519301178093,2.48519301178093,6.17618430580478,0.39094444503384,0.159567392616838,-0.368192673956792,1.82070065615746,0.994718177679577,-6.74415121364528,1.59963467010883,0.824147293422934,-7.55267801263015,3.14312548392206,0.831888946619055,-6.70037997193908
"Q4 highest","Aero",1.39,2.09019459165842,1.05295138572636,0.368925847794676,0.406415051109368,-0.229724237934589,0.232444937647766,1.69757444312093,-0.0200000000000012,230,0,0,0,1.39789514034312,1.01159368374971,0.34262077497927,0.211272927881702,0.724323771608098,-0.570199872470744,0.33284341077403,-0.235993018712892,0.352861933277374,-1.82684959636806,0.856223595983669,2.27681679787512,-1.82684959636806,3.21684959636806,3.21684959636806,10.3481213256533,0.136015232170519,0.0462231522084051,0.304548049133174,2.33680498977237,1.51016071922291,-2.00859939483643,1.27921082653821,1.03058429188201,-1.49239486080458,8.05486570907743,0.324615138519908,-2.06110081382854
"Q2","Ships",-1.68,0.137256936172009,1.04737894675537,0.730471281359022,0.376577222563814,0.187494138134169,0.194822749844489,1.59376030864035,5.54,230,0,0,0,0.356620735976616,-0.372323961330114,0.320308781250661,1.11452506191457,0.636770090220136,0.382070219817746,0.252595394135301,-0.412014541107523,0.93031090674018,1.32399553104502,-0.695188792513215,-2.24076000568397,1.32399553104502,-3.00399553104502,3.00399553104502,9.02398915053847,0.116604850952144,0.033054290085171,0.22466885989219,2.19988649357352,1.66755329689008,1.41749845113252,3.57155880271441,0.369120223593613,1.48091152601431,3.05735865234124,0.855225586932412,0.682158039532321
"Q4 highest","Guns",-0.44,3.60219216651929,0.449170836610243,-0.0969097816212968,0.0834195830059785,-0.245565174349016,0.541257684459742,1.49120644330043,14.24,230,0,0,0,0.777200625688169,2.08304628096366,-2.07491091903543,-0.952528318977741,-0.223447687729336,-0.606355638483352,0.991540097261268,-0.58589922063507,1.83387314938881,-1.96219063733099,0.874370967243506,0.562234159707157,-1.962190637331,1.522190637331,1.522190637331,2.31706433637815,0.231471938258509,0.0222607428659574,0.161231228280718,0.84030101648376,2.1011530159496,-2.00374474393086,1.24803281978746,1.05633006034263,-2.08684121430234,8.05486570907743,0.324615138519908,-1.57260494593139
"Q4 highest","Gold",-10.3,4.96301311371404,0.304105576101998,-0.232448761178611,0.0594267165554593,-0.70974858064798,0.896832305561984,2.24062435399781,-2.78,230,0,0,0,-2.5670878521795,3.0473700090286,-2.65575087072413,-1.29114654275899,-0.293850390847815,-1.66581993945713,1.74997972495451,0.684772467866342,0.0662146011267729,-6.62753919898238,1.26237355291766,-5.05839848044979,-6.62753919898238,-3.67246080101762,3.67246080101762,13.486968335011,0.489410000501445,0.620676410978852,-0.906920388957937,2.60172391145782,1.47671723250108,-6.78304935292633,1.4181850226229,0.929592798404715,-6.64866510965538,8.05486570907743,0.324615138519908,-5.07143174676355
"Q1 lowest","Mines",0.61,-0.0386739237320942,1.23030380819514,0.0761610475753374,0.740183427307733,-0.573815465404001,-0.0636926053330144,2.17692270912141,0.110000000000005,230,0,0,0,1.13333682262134,-0.496994516302189,1.05273822237999,-0.520143945402528,1.70370637052727,-1.35556265544643,-0.298817102982804,0.576763471150359,0.366363438052584,-1.61106532794432,0.0865583124157383,2.12603448198928,-1.61106532794432,2.22106532794432,2.22106532794432,4.93313119099639,0.141372742969425,0.0231900496966073,0.0210068491783324,1.59597391849155,1.48461327278831,-1.54307999015241,1.33495016321013,0.987553408484934,-1.24154627305681,3.14312548392206,0.831888946619055,-1.76960807792269
"Q2","Coal",0.06,0.575032439683612,1.34745562735102,0.520351973840978,0.79971926961594,-1.32930667940672,2.03890723405292,3.84445865407468,20.81,230,0,0,0,0.94678929089444,-0.0621014397911386,1.52181301492743,0.589582149356933,1.87840347225029,-3.07991548683503,4.18602220986903,3.40414547599036,2.51621842918209,0.826920871971026,-0.729477901812755,0.0339600622807388,0.826920871971028,-0.766920871971028,0.766920871971028,0.588167623864802,0.662121918948801,0.0836260749918005,0.153603246467309,-0.530743280107593,2.40015380536067,1.46887227775412,2.86737692401473,0.459770242549706,1.38448645404614,3.05735865234124,0.855225586932412,0.637397955295112
"Q3","Oil",0.78,1.17921815272953,1.02428223392746,-0.217457405676798,1.07948041701721,-1.27671239287725,0.82413220460414,2.21083711262518,23.16,230,0,0,0,1.19099696879147,0.366044982005989,0.227829758250034,-1.25369350756073,2.69931168032937,-2.95987291690035,1.59491062206745,0.634266863782846,2.76028409242626,1.94933862346018,0.00423465892928268,-1.17398778087961,1.94933862346018,-1.16933862346018,1.16933862346018,1.36735281631574,0.323942931248783,0.0237577360352853,-0.000680008147150568,0.312876627084077,2.505330480857,2.20485537911838,4.85464570321102,0.271561441232198,2.56705605477639,1.30587724657678,2.00227958237704,1.63497356642773
"Q4 highest","Util",-0.35,2.48235390289952,0.632318035917062,-0.0933891737067424,0.0533815507908278,0.118909337451282,0.575255197252447,1.11608465932216,-7.79,230,0,0,1,0.807726585425298,1.2894910293123,-1.34159123915765,-0.943732753284755,-0.31158883037554,0.225530483741697,1.06405669269506,-1.22193503434785,-0.454112621363992,-4.60387830320264,0.669009908195148,3.51938411363561,-4.60387830320263,4.25387830320263,4.25387830320263,18.0954806184581,0.169624565349172,0.109127085503699,0.337328906466149,2.89566221805882,1.27065700614467,-4.78411822182298,1.06227405023508,1.24104941050187,-4.02199184155706,8.05486570907743,0.324615138519908,-3.79293587425943
"Q4 highest","Telcm",-3.59,1.38739665738992,0.712026036202958,0.293406230542444,0.195593146945906,0.0441896005894333,-0.0101710095680203,1.27023367172581,-7.7,230,1,0,0,-0.29120796511134,0.513567308239231,-1.02244114854977,0.0226016044136254,0.105705235123423,0.0549882094831975,-0.184655695625561,-0.960568468275921,-0.444765425750386,-2.19964889035697,-0.209083794889609,-1.16080169550454,-2.19964889035697,-1.39035110964303,1.39035110964303,1.9330762080856,0.105577699947689,0.00625401050689283,0.0301862434197231,0.659112629394845,1.25906027084146,-2.37605386633434,1.19978609087252,1.09880802408448,-2.00533773089302,8.05486570907743,0.324615138519908,-1.94403732475486
"Q2","PerSv",-2.29,0.61714854634064,1.00271093295227,0.427599927772444,-0.0474883052951104,0.192297609334537,0.0176858759783285,1.75104510548933,-0.720000000000002,230,0,0,0,0.149722564424965,-0.032256542806852,0.141458470097454,0.357858897533845,-0.607573078288038,0.393033787641339,-0.12523704016311,-0.145331111828771,0.280161522949323,-2.18645167984949,0.0343549338935975,-0.141265996703132,-2.18645167984949,-0.103548320150506,0.103548320150506,0.0107222546059917,0.0592364983329795,1.75928923549398e-05,-0.000349114618676774,-4.53543289509081,1.46265080725327,-2.19511213101499,1.20226242337497,1.09654477941253,-2.27118423056288,3.05735865234124,0.855225586932412,-2.41340706642678
"Q2","BusSv",-6.4,0.418944170612486,1.0276773684465,0.160671709708274,-0.0159796654856015,-0.0917507038637474,-0.158717882501602,1.78032414069642,-9.61,230,1,0,0,-1.24429626357058,-0.172710864086199,0.241423845236182,-0.309010215493254,-0.515116705109338,-0.255285483365897,-0.501505741485121,-0.0956871940984482,-0.643133688216925,-3.92240700824049,0.143199721309465,-2.63480944245928,-3.92240700824049,-2.47759299175951,2.47759299175951,6.13846703281584,0.080071727706618,0.0142381599108859,-0.0362797103843403,1.81457504369315,1.19960179030026,-4.04599371625983,1.04459725632085,1.26205059017573,-3.83916313893233,3.05735865234124,0.855225586932412,-3.84775226518909
"Q1 lowest","Hardw",-3.36,-0.979128290029156,1.12606456928102,0.240378656560178,-0.188065872546924,0.376784421503771,0.340844096522813,1.77805052836318,-2.43,230,1,0,0,-0.213197179116455,-1.16343227393081,0.635365280830675,-0.109877649686932,-1.02007238314426,0.814111294595284,0.564058499872898,-0.0995422058098674,0.102564806290799,-2.85275162466953,-0.525837825669157,0.0700597076701371,-2.85275162466952,-0.507248375330476,0.507248375330476,0.257300914275407,0.125211093756289,0.0010320489033524,0.0281724400473554,-1.35750896749177,1.38306779708627,-2.64717874847913,1.10419430980204,1.19393350620692,-2.62531561510968,3.14312548392206,0.831888946619055,-2.91837457187409
"Q1 lowest","Softw",-8.49,-0.259674199883773,1.0849757964318,-0.34434584366049,-0.343148615825139,-0.116921484709435,-0.257554631050029,2.0946875769878,-16.9,230,1,0,0,-1.9531768841328,-0.6536027832761,0.470846217113629,-1.5707000073053,-1.47513448905529,-0.312735929400294,-0.712324237302133,0.437330115327412,-1.40025653291906,-7.89205934984993,0.528840059888332,-1.17854483319747,-7.89205934984993,-0.597940650150069,0.597940650150069,0.357533021101887,0.192210192631426,0.00258177568522139,-0.036184076773231,-1.02852752642561,1.01641607789284,-7.95471449062628,2.03720381095479,0.647129451037993,-7.85147465507712,3.14312548392206,0.831888946619055,-7.22949582796493
"Q1 lowest","Chips",-7.07,-1.59290462340048,1.29581046621445,-0.00452376634538457,-0.56664634225455,0.210961656425859,0.55715235685322,2.13195559547975,-10.29,230,1,0,0,-1.47154507494699,-1.59837493351786,1.31502627084809,-0.721719525100638,-2.13094792068151,0.435633095019884,1.02544338702657,0.500519712624598,-0.713756943964175,-5.76316324650782,-0.335832980554113,-0.938131641863217,-5.76316324650782,-1.30683675349218,1.30683675349218,1.70782230027797,0.318684334133941,0.0287428161374518,0.0598855749568787,0.53521905615939,1.15852837634585,-5.55811694146943,1.19982662532238,1.09877090240555,-5.40033584128888,3.14312548392206,0.831888946619055,-5.58206669114641
"Q2","LabEq",-3.68,0.320786737540543,0.912912684511977,-0.255726345916618,-0.232524299629838,0.0994498506133928,-0.0473133187008881,1.72550303927894,-9.25,230,1,0,0,-0.321733924848469,-0.242268539541113,-0.218092880122799,-1.34930113727967,-1.15052755195404,0.181115643960169,-0.263880132462687,-0.188638830974649,-0.605744905762499,-6.06170937543223,0.405521572368691,1.93649438683447,-6.06170937543224,2.38170937543224,2.38170937543224,5.67253954902181,0.0968325637632649,0.016507643958377,0.100483124786591,1.73563691147245,1.2071541326358,-6.07262723898573,1.26180992172557,1.04479649520651,-5.97464057574402,3.05735865234124,0.855225586932412,-5.4625750667406
"Q2","Paper",-2.58,0.359418748766252,0.750490061743114,0.476907058845752,0.228351667301847,0.540967491064441,-0.0431840139666531,1.25112854238899,-11.37,230,0,0,0,0.0513611386053281,-0.214892590365273,-0.868431548606805,0.481043336418696,0.20182915545517,1.18884701039937,-0.255072337531888,-0.992962072174255,-0.825923291327454,-2.29704615577378,-0.73364125148792,0.522497958271418,-2.29704615577378,-0.282953844226224,0.282953844226224,0.0800628779623982,0.134810384463198,0.000353471676674999,0.0221565213473815,-2.52494285359268,1.14713986172081,-2.31852308651114,1.18222360124298,1.11513133594152,-2.06615213811189,3.05735865234124,0.855225586932412,-1.89817313323695
"Q1 lowest","Boxes",0.13,-0.926891218885703,0.983001379732436,0.296984011291403,0.312575901049266,0.382106344669146,0.0840809617102345,1.70130393096066,-8.97000000000001,230,0,0,0,0.970531704023319,-1.12641531935491,0.0625416026137555,0.0315400055012554,0.448969851883817,0.826258190692229,0.0163834836725549,-0.229669504765731,-0.576664741631279,-2.63539907879304,-0.910490316411028,3.76501035340793,-2.63539907879303,2.76539907879303,2.76539907879303,7.64743206498936,0.130699017193401,0.0324242754379756,-0.274136315789427,2.03436991501451,1.19695525226851,-2.44247933603968,1.13044358048345,1.16620997862793,-2.2822357299389,3.14312548392206,0.831888946619055,-2.26521098475513
"Q1 lowest","Trans",-1.89,-0.420614623773111,1.05477837892517,0.41181854599388,0.289796043156458,0.169056149312386,-0.194790908576075,1.65378811522367,-11.54,230,0,0,0,0.285393496589983,-0.76765060851075,0.349936038727533,0.318432132745408,0.382126501773237,0.339986873723612,-0.578449400683521,-0.310234702035774,-0.843579105264266,-2.42695922588419,-0.563765200515656,1.15590710540955,-2.42695922588419,0.536959225884187,0.536959225884187,0.288325210262146,0.081342647959797,0.000681265638979081,-0.0304484315524282,-1.24366619893339,1.13704886410088,-2.44898480006794,1.16069374403127,1.13581605019848,-2.16879068588586,3.14312548392206,0.831888946619055,-2.38889163778084
